Czech Republic,1982,10303704,Europe,70.96,15377.22855
Czech Republic,1987,10311597,Europe,71.58,16310.4434
Czech Republic,1992,10315702,Europe,72.4,14297.02122
Czech Republic,1997,10300707,Europe,74.01,16048.51424
Czech Republic,2002,10256295,Europe,75.51,17596.21022
Czech Republic,2007,10228744,Europe,76.486,22833.30851
Denmark,1952,4334000,Europe,70.78,9692.385245
Denmark,1957,4487831,Europe,71.81,11099.65935
Denmark,1962,4646899,Europe,72.35,13583.31351
Denmark,1967,4838800,Europe,72.96,15937.21123
Denmark,1972,4991596,Europe,73.47,18866.20721
Denmark,1977,5088419,Europe,74.69,20422.9015
Denmark,1982,5117810,Europe,74.63,21688.04048
Denmark,1987,5127024,Europe,74.8,25116.17581
Denmark,1992,5171393,Europe,75.33,26406.73985
Denmark,1997,5283663,Europe,76.11,29804.34567
Denmark,2002,5374693,Europe,77.18,32166.50006
Denmark,2007,5468120,Europe,78.332,35278.41874
Finland,1952,4090500,Europe,66.55,6424.519071
Finland,1957,4324000,Europe,67.49,7545.415386
Finland,1962,4491443,Europe,68.75,9371.842561
Finland,1967,4605744,Europe,69.83,10921.63626
Finland,1972,4639657,Europe,70.87,14358.8759
Finland,1977,4738902,Europe,72.52,15605.42283
Finland,1982,4826933,Europe,74.55,18533.15761
Finland,1987,4931729,Europe,74.83,21141.01223
Finland,1992,5041039,Europe,75.7,20647.16499
Finland,1997,5134406,Europe,77.13,23723.9502
Finland,2002,5193039,Europe,78.37,28204.59057
Finland,2007,5238460,Europe,79.313,33207.0844
France,1952,42459667,Europe,67.41,7029.809327
France,1957,44310863,Europe,68.93,8662.834898
France,1962,47124000,Europe,70.51,10560.48553
France,1967,49569000,Europe,71.55,12999.91766
France,1972,51732000,Europe,72.38,16107.19171
France,1977,53165019,Europe,73.83,18292.63514
France,1982,54433565,Europe,74.89,20293.89746
France,1987,55630100,Europe,76.34,22066.44214
France,1992,57374179,Europe,77.46,24703.79615
France,1997,58623428,Europe,78.64,25889.78487
France,2002,59925035,Europe,79.59,28926.03234
France,2007,61083916,Europe,80.657,30470.0167
Germany,1952,69145952,Europe,67.5,7144.114393
Germany,1957,71019069,Europe,69.1,10187.82665
Germany,1962,73739117,Europe,70.3,12902.46291
Germany,1967,76368453,Europe,70.8,14745.62561
Germany,1972,78717088,Europe,71,18016.18027
Germany,1977,78160773,Europe,72.5,20512.92123
Germany,1982,78335266,Europe,73.8,22031.53274
Germany,1987,77718298,Europe,74.847,24639.18566
Germany,1992,80597764,Europe,76.07,26505.30317
Germany,1997,82011073,Europe,77.34,27788.88416
Germany,2002,82350671,Europe,78.67,30035.80198
Germany,2007,82400996,Europe,79.406,32170.37442
Greece,1952,7733250,Europe,65.86,3530.690067
Greece,1957,8096218,Europe,67.86,4916.299889
Greece,1962,8448233,Europe,69.51,6017.190733
Greece,1967,8716441,Europe,71,8513.097016
Greece,1972,8888628,Europe,72.34,12724.82957
Greece,1977,9308479,Europe,73.68,14195.52428
Greece,1982,9786480,Europe,75.24,15268.42089
Greece,1987,9974490,Europe,76.67,16120.52839
Greece,1992,10325429,Europe,77.03,17541.49634
Greece,1997,10502372,Europe,77.869,18747.69814
Greece,2002,10603863,Europe,78.256,22514.2548
Greece,2007,10706290,Europe,79.483,27538.41188
Hungary,1952,9504000,Europe,64.03,5263.673816
Hungary,1957,9839000,Europe,66.41,6040.180011
Hungary,1962,10063000,Europe,67.96,7550.359877
Hungary,1967,10223422,Europe,69.5,9326.64467
Hungary,1972,10394091,Europe,69.76,10168.65611
Hungary,1977,10637171,Europe,69.95,11674.83737
Hungary,1982,10705535,Europe,69.39,12545.99066
Hungary,1987,10612740,Europe,69.58,12986.47998
Hungary,1992,10348684,Europe,69.17,10535.62855
Hungary,1997,10244684,Europe,71.04,11712.7768
Hungary,2002,10083313,Europe,72.59,14843.93556
Hungary,2007,9956108,Europe,73.338,18008.94444
Iceland,1952,147962,Europe,72.49,7267.688428
Iceland,1957,165110,Europe,73.47,9244.001412
Iceland,1962,182053,Europe,73.68,10350.15906
Iceland,1967,198676,Europe,73.73,13319.89568
Iceland,1972,209275,Europe,74.46,15798.06362
Iceland,1977,221823,Europe,76.11,19654.96247
Iceland,1982,233997,Europe,76.99,23269.6075
Iceland,1987,244676,Europe,77.23,26923.20628
Iceland,1992,259012,Europe,78.77,25144.39201
Iceland,1997,271192,Europe,78.95,28061.09966
Iceland,2002,288030,Europe,80.5,31163.20196
Iceland,2007,301931,Europe,81.757,36180.78919
Ireland,1952,2952156,Europe,66.91,5210.280328
Ireland,1957,2878220,Europe,68.9,5599.077872
Ireland,1962,2830000,Europe,70.29,6631.597314
Ireland,1967,2900100,Europe,71.08,7655.568963
Ireland,1972,3024400,Europe,71.28,9530.772896
Ireland,1977,3271900,Europe,72.03,11150.98113
Ireland,1982,3480000,Europe,73.1,12618.32141
Ireland,1987,3539900,Europe,74.36,13872.86652
Ireland,1992,3557761,Europe,75.467,17558.81555
Ireland,1997,3667233,Europe,76.122,24521.94713
Ireland,2002,3879155,Europe,77.783,34077.04939
Ireland,2007,4109086,Europe,78.885,40675.99635
Italy,1952,47666000,Europe,65.94,4931.404155
Italy,1957,49182000,Europe,67.81,6248.656232
Italy,1962,50843200,Europe,69.24,8243.58234
Italy,1967,52667100,Europe,71.06,10022.40131
Italy,1972,54365564,Europe,72.19,12269.27378
Italy,1977,56059245,Europe,73.48,14255.98475
Italy,1982,56535636,Europe,74.98,16537.4835
Italy,1987,56729703,Europe,76.42,19207.23482
Italy,1992,56840847,Europe,77.44,22013.64486
Italy,1997,57479469,Europe,78.82,24675.02446
Italy,2002,57926999,Europe,80.24,27968.09817
Italy,2007,58147733,Europe,80.546,28569.7197
Montenegro,1952,413834,Europe,59.164,2647.585601
Montenegro,1957,442829,Europe,61.448,3682.259903
Montenegro,1962,474528,Europe,63.728,4649.593785
Montenegro,1967,501035,Europe,67.178,5907.850937
Montenegro,1972,527678,Europe,70.636,7778.414017
Montenegro,1977,560073,Europe,73.066,9595.929905
Montenegro,1982,562548,Europe,74.101,11222.58762
Montenegro,1987,569473,Europe,74.865,11732.51017
Montenegro,1992,621621,Europe,75.435,7003.339037
Montenegro,1997,692651,Europe,75.445,6465.613349
Montenegro,2002,720230,Europe,73.981,6557.194282
Montenegro,2007,684736,Europe,74.543,9253.896111
Netherlands,1952,10381988,Europe,72.13,8941.571858
Netherlands,1957,11026383,Europe,72.99,11276.19344
Netherlands,1962,11805689,Europe,73.23,12790.84956
Netherlands,1967,12596822,Europe,73.82,15363.25136
Netherlands,1972,13329874,Europe,73.75,18794.74567
Netherlands,1977,13852989,Europe,75.24,21209.0592
Netherlands,1982,14310401,Europe,76.05,21399.46046
Netherlands,1987,14665278,Europe,76.83,23651.32361
Netherlands,1992,15174244,Europe,77.42,26790.94961
Netherlands,1997,15604464,Europe,78.03,30246.13063
Netherlands,2002,16122830,Europe,78.53,33724.75778
Netherlands,2007,16570613,Europe,79.762,36797.93332
Norway,1952,3327728,Europe,72.67,10095.42172
Norway,1957,3491938,Europe,73.44,11653.97304
Norway,1962,3638919,Europe,73.47,13450.40151
Norway,1967,3786019,Europe,74.08,16361.87647
Norway,1972,3933004,Europe,74.34,18965.05551
Norway,1977,4043205,Europe,75.37,23311.34939
Norway,1982,4114787,Europe,75.97,26298.63531
Norway,1987,4186147,Europe,75.89,31540.9748
Norway,1992,4286357,Europe,77.32,33965.66115
Norway,1997,4405672,Europe,78.32,41283.16433
Norway,2002,4535591,Europe,79.05,44683.97525
Norway,2007,4627926,Europe,80.196,49357.19017
Poland,1952,25730551,Europe,61.31,4029.329699
Poland,1957,28235346,Europe,65.77,4734.253019
Poland,1962,30329617,Europe,67.64,5338.752143
Poland,1967,31785378,Europe,69.61,6557.152776
Poland,1972,33039545,Europe,70.85,8006.506993
Poland,1977,34621254,Europe,70.67,9508.141454
Poland,1982,36227381,Europe,71.32,8451.531004
Poland,1987,37740710,Europe,70.98,9082.351172
Poland,1992,38370697,Europe,70.99,7738.881247
Poland,1997,38654957,Europe,72.75,10159.58368
Poland,2002,38625976,Europe,74.67,12002.23908
Poland,2007,38518241,Europe,75.563,15389.92468
Portugal,1952,8526050,Europe,59.82,3068.319867
Portugal,1957,8817650,Europe,61.51,3774.571743
Portugal,1962,9019800,Europe,64.39,4727.954889
Portugal,1967,9103000,Europe,66.6,6361.517993
Portugal,1972,8970450,Europe,69.26,9022.247417
Portugal,1977,9662600,Europe,70.41,10172.48572
Portugal,1982,9859650,Europe,72.77,11753.84291
Portugal,1987,9915289,Europe,74.06,13039.30876
Portugal,1992,9927680,Europe,74.86,16207.26663
Portugal,1997,10156415,Europe,75.97,17641.03156
Portugal,2002,10433867,Europe,77.29,19970.90787
Portugal,2007,10642836,Europe,78.098,20509.64777
Romania,1952,16630000,Europe,61.05,3144.613186
Romania,1957,17829327,Europe,64.1,3943.370225
Romania,1962,18680721,Europe,66.8,4734.997586
Romania,1967,19284814,Europe,66.8,6470.866545
Romania,1972,20662648,Europe,69.21,8011.414402
Romania,1977,21658597,Europe,69.46,9356.39724
Romania,1982,22356726,Europe,69.66,9605.314053
Romania,1987,22686371,Europe,69.53,9696.273295
Romania,1992,22797027,Europe,69.36,6598.409903
Romania,1997,22562458,Europe,69.72,7346.547557
Romania,2002,22404337,Europe,71.322,7885.360081
Romania,2007,22276056,Europe,72.476,10808.47561
Serbia,1952,6860147,Europe,57.996,3581.459448
Serbia,1957,7271135,Europe,61.685,4981.090891
Serbia,1962,7616060,Europe,64.531,6289.629157
Serbia,1967,7971222,Europe,66.914,7991.707066
Serbia,1972,8313288,Europe,68.7,10522.06749
Serbia,1977,8686367,Europe,70.3,12980.66956
Serbia,1982,9032824,Europe,70.162,15181.0927
Serbia,1987,9230783,Europe,71.218,15870.87851
Serbia,1992,9826397,Europe,71.659,9325.068238
Serbia,1997,10336594,Europe,72.232,7914.320304
Serbia,2002,10111559,Europe,73.213,7236.075251
Serbia,2007,10150265,Europe,74.002,9786.534714
Slovak Republic,1952,3558137,Europe,64.36,5074.659104
Slovak Republic,1957,3844277,Europe,67.45,6093.26298
Slovak Republic,1962,4237384,Europe,70.33,7481.107598
Slovak Republic,1967,4442238,Europe,70.98,8412.902397
Slovak Republic,1972,4593433,Europe,70.35,9674.167626
Slovak Republic,1977,4827803,Europe,70.45,10922.66404
Slovak Republic,1982,5048043,Europe,70.8,11348.54585
Slovak Republic,1987,5199318,Europe,71.08,12037.26758
Slovak Republic,1992,5302888,Europe,71.38,9498.467723
Slovak Republic,1997,5383010,Europe,72.71,12126.23065
Slovak Republic,2002,5410052,Europe,73.8,13638.77837
Slovak Republic,2007,5447502,Europe,74.663,18678.31435
Slovenia,1952,1489518,Europe,65.57,4215.041741
Slovenia,1957,1533070,Europe,67.85,5862.276629
Slovenia,1962,1582962,Europe,69.15,7402.303395
Slovenia,1967,1646912,Europe,69.18,9405.489397
Slovenia,1972,1694510,Europe,69.82,12383.4862
Slovenia,1977,1746919,Europe,70.97,15277.03017
Slovenia,1982,1861252,Europe,71.063,17866.72175
Slovenia,1987,1945870,Europe,72.25,18678.53492
Slovenia,1992,1999210,Europe,73.64,14214.71681
Slovenia,1997,2011612,Europe,75.13,17161.10735
Slovenia,2002,2011497,Europe,76.66,20660.01936
Slovenia,2007,2009245,Europe,77.926,25768.25759
Spain,1952,28549870,Europe,64.94,3834.034742
Spain,1957,29841614,Europe,66.66,4564.80241
Spain,1962,31158061,Europe,69.69,5693.843879
Spain,1967,32850275,Europe,71.44,7993.512294
Spain,1972,34513161,Europe,73.06,10638.75131
Spain,1977,36439000,Europe,74.39,13236.92117
Spain,1982,37983310,Europe,76.3,13926.16997
Spain,1987,38880702,Europe,76.9,15764.98313
Spain,1992,39549438,Europe,77.57,18603.06452
Spain,1997,39855442,Europe,78.77,20445.29896
Spain,2002,40152517,Europe,79.78,24835.47166
Spain,2007,40448191,Europe,80.941,28821.0637
Sweden,1952,7124673,Europe,71.86,8527.844662
Sweden,1957,7363802,Europe,72.49,9911.878226
Sweden,1962,7561588,Europe,73.37,12329.44192
Sweden,1967,7867931,Europe,74.16,15258.29697
Sweden,1972,8122293,Europe,74.72,17832.02464
Sweden,1977,8251648,Europe,75.44,18855.72521
Sweden,1982,8325260,Europe,76.42,20667.38125
Sweden,1987,8421403,Europe,77.19,23586.92927
Sweden,1992,8718867,Europe,78.16,23880.01683
Sweden,1997,8897619,Europe,79.39,25266.59499
Sweden,2002,8954175,Europe,80.04,29341.63093
Sweden,2007,9031088,Europe,80.884,33859.74835
Switzerland,1952,4815000,Europe,69.62,14734.23275
Switzerland,1957,5126000,Europe,70.56,17909.48973
Switzerland,1962,5666000,Europe,71.32,20431.0927
Switzerland,1967,6063000,Europe,72.77,22966.14432
Switzerland,1972,6401400,Europe,73.78,27195.11304
Switzerland,1977,6316424,Europe,75.39,26982.29052
Switzerland,1982,6468126,Europe,76.21,28397.71512
Switzerland,1987,6649942,Europe,77.41,30281.70459
Switzerland,1992,6995447,Europe,78.03,31871.5303
Switzerland,1997,7193761,Europe,79.37,32135.32301
Switzerland,2002,7361757,Europe,80.62,34480.95771
Switzerland,2007,7554661,Europe,81.701,37506.41907
Turkey,1952,22235677,Europe,43.585,1969.10098
Turkey,1957,25670939,Europe,48.079,2218.754257
Turkey,1962,29788695,Europe,52.098,2322.869908
Turkey,1967,33411317,Europe,54.336,2826.356387
Turkey,1972,37492953,Europe,57.005,3450.69638
Turkey,1977,42404033,Europe,59.507,4269.122326
Turkey,1982,47328791,Europe,61.036,4241.356344
Turkey,1987,52881328,Europe,63.108,5089.043686
Turkey,1992,58179144,Europe,66.146,5678.348271
Turkey,1997,63047647,Europe,68.835,6601.429915
Turkey,2002,67308928,Europe,70.845,6508.085718
Turkey,2007,71158647,Europe,71.777,8458.276384
United Kingdom,1952,50430000,Europe,69.18,9979.508487
United Kingdom,1957,51430000,Europe,70.42,11283.17795
United Kingdom,1962,53292000,Europe,70.76,12477.17707
United Kingdom,1967,54959000,Europe,71.36,14142.85089
United Kingdom,1972,56079000,Europe,72.01,15895.11641
United Kingdom,1977,56179000,Europe,72.76,17428.74846
United Kingdom,1982,56339704,Europe,74.04,18232.42452
United Kingdom,1987,56981620,Europe,75.007,21664.78767
United Kingdom,1992,57866349,Europe,76.42,22705.09254
United Kingdom,1997,58808266,Europe,77.218,26074.53136
United Kingdom,2002,59912431,Europe,78.471,29478.99919
United Kingdom,2007,60776238,Europe,79.425,33203.26128
